id,subject,metric,games,mean,error,interval,verdict,seed,seats,question,command
play.turns-per-round.ladder,ladder,turns a round,99999,28.321723,0.035774,0.070115,,20260819,5,"How long a round runs at this table. ⚠️ Never published before P29, and it has to be now: RULES.md §5.1 takes the just-taken card out of the discard choice, so a seat's cover count can fall and a table of bots is no longer guaranteed to converge by construction.","BurmesePoker.Sim -- tournament --strategies random,simple,greedy,cautious,counting,outs,warden,opportunist,angler,sprinter --seats 5 --games 8000 --seed 20260819"
play.abandoned.ladder,ladder,abandoned rate,100000,0.000010,0.000010,0.000020,SOME GAMES DID NOT SETTLE,20260819,5,"Share of games given up at the turn cap. This is the number that would show a table failing to converge, and a value above zero is a result rather than a nuisance (BUILD-PLAN P29). ⚠️ Carries an interval since P48 (F7).","BurmesePoker.Sim -- tournament --strategies random,simple,greedy,cautious,counting,outs,warden,opportunist,angler,sprinter --seats 5 --games 8000 --seed 20260819"
claim.refusal-rate.ladder,ladder,refusal rate,27906,0.517881,0.002991,0.005863,,20260819,5,"Of the claims the opener made, how many the seat before it vetoed (RULES.md §4.5). ⚠️ The size of the branch P28's every-rung-refuses decision governs.","BurmesePoker.Sim -- tournament --strategies random,simple,greedy,cautious,counting,outs,warden,opportunist,angler,sprinter --seats 5 --games 8000 --seed 20260819"
bonus.jokerless-rate.ladder,ladder,jokerless rate,99999,0.121951,0.001035,0.002028,,20260819,5,"Share of settled rounds won with no joker in the declared thirteen, which is what RULES.md §7.3 pays ×2 at two, three or four seats and ×3 at five or more. ⚠️ **A floor and not an estimate**: no rung in this field knows the bonus exists — CoverScore.Potential returns int.MaxValue for a joker, so every one of them holds a joker over everything — and §9 #33 is open on whether a joker may be shed before the declaring discard, which P33 defaults to no. A rung that played for the bonus would be a new rung under P15's discipline and would be measured as one.","BurmesePoker.Sim -- tournament --strategies random,simple,greedy,cautious,counting,outs,warden,opportunist,angler,sprinter --seats 5 --games 8000 --seed 20260819"
bonus.deal-rate.ladder,ladder,deal-bonus rate,99999,0.000500,0.000071,0.000139,,20260819,5,"Share of settled rounds won on the **initial deal** — the thirteen dealt already won and nobody drew a card — which RULES.md §7.4 pays a further ×2 for on top of §7.3. ⚠️ **Expected to be zero or near it, and published for that reason**: §7.4 is the one rule packet P35 built that a one-round-per-game harness can observe at all, so this is the row that would explain a money figure moving under it. §7.5, the feeding blame, needs three consecutive wins and cannot occur here — see docs/STRATEGY.md §11. ⚠️ It counts §9 #38's recorded default, the dealt thirteen alone; under the competing reading — the winner's first turn — it would be a commoner event entirely.","BurmesePoker.Sim -- tournament --strategies random,simple,greedy,cautious,counting,outs,warden,opportunist,angler,sprinter --seats 5 --games 8000 --seed 20260819"
claim.attempt-rate.ladder,ladder,claim rate,99999,0.279063,0.001418,0.002780,,20260819,5,Share of rounds in which the opener asked for the turned-up money card at all — the denominator the refusal rate is out of.,"BurmesePoker.Sim -- tournament --strategies random,simple,greedy,cautious,counting,outs,warden,opportunist,angler,sprinter --seats 5 --games 8000 --seed 20260819"
feeding.lock-live.ladder,ladder,restricted rate,99949,0.232943,0.000537,0.001053,,20260819,5,Share of the discards chosen in which the feeding ban had taken a held card out of the choice (RULES.md §5.1) — how often a lock was live. ⚠️ Not yet the rule doing anything: a rank closed off a card the seat was never going to throw costs it nothing.,"BurmesePoker.Sim -- tournament --strategies random,simple,greedy,cautious,counting,outs,warden,opportunist,angler,sprinter --seats 5 --games 8000 --seed 20260819"
feeding.lock-bit.ladder,ladder,lock bite rate,86679,0.300462,0.000973,0.001906,,20260819,5,"Of those restricted discards, the share in which the ban changed the seat's answer — the card it would have thrown over its whole hand is not the card it threw over its legal set. 🔥 This is what separates 'the rule did nothing' from 'the rung did nothing' (BUILD-PLAN P31).","BurmesePoker.Sim -- tournament --strategies random,simple,greedy,cautious,counting,outs,warden,opportunist,angler,sprinter --seats 5 --games 8000 --seed 20260819"
play.turns-per-round.difficulty,difficulty,turns a round,8192,31.857300,0.140949,0.276255,,20260819,5,"How long a round runs at this table. ⚠️ Never published before P29, and it has to be now: RULES.md §5.1 takes the just-taken card out of the discard choice, so a seat's cover count can fall and a table of bots is no longer guaranteed to converge by construction.","BurmesePoker.Sim -- tournament --strategies easy,medium,hard,expert --pairs adjacent --seats 5 --games 8000 --seed 20260819"
play.abandoned.difficulty,difficulty,abandoned rate,8192,0.000000,,,every game settled,20260819,5,"Share of games given up at the turn cap. This is the number that would show a table failing to converge, and a value above zero is a result rather than a nuisance (BUILD-PLAN P29). ⚠️ Carries an interval since P48 (F7).","BurmesePoker.Sim -- tournament --strategies easy,medium,hard,expert --pairs adjacent --seats 5 --games 8000 --seed 20260819"
claim.refusal-rate.difficulty,difficulty,refusal rate,2071,0.541767,0.010951,0.021464,,20260819,5,"Of the claims the opener made, how many the seat before it vetoed (RULES.md §4.5). ⚠️ The size of the branch P28's every-rung-refuses decision governs.","BurmesePoker.Sim -- tournament --strategies easy,medium,hard,expert --pairs adjacent --seats 5 --games 8000 --seed 20260819"
bonus.jokerless-rate.difficulty,difficulty,jokerless rate,8192,0.120361,0.003595,0.007047,,20260819,5,"Share of settled rounds won with no joker in the declared thirteen, which is what RULES.md §7.3 pays ×2 at two, three or four seats and ×3 at five or more. ⚠️ **A floor and not an estimate**: no rung in this field knows the bonus exists — CoverScore.Potential returns int.MaxValue for a joker, so every one of them holds a joker over everything — and §9 #33 is open on whether a joker may be shed before the declaring discard, which P33 defaults to no. A rung that played for the bonus would be a new rung under P15's discipline and would be measured as one.","BurmesePoker.Sim -- tournament --strategies easy,medium,hard,expert --pairs adjacent --seats 5 --games 8000 --seed 20260819"
bonus.deal-rate.difficulty,difficulty,deal-bonus rate,8192,0.000122,0.000122,0.000239,,20260819,5,"Share of settled rounds won on the **initial deal** — the thirteen dealt already won and nobody drew a card — which RULES.md §7.4 pays a further ×2 for on top of §7.3. ⚠️ **Expected to be zero or near it, and published for that reason**: §7.4 is the one rule packet P35 built that a one-round-per-game harness can observe at all, so this is the row that would explain a money figure moving under it. §7.5, the feeding blame, needs three consecutive wins and cannot occur here — see docs/STRATEGY.md §11. ⚠️ It counts §9 #38's recorded default, the dealt thirteen alone; under the competing reading — the winner's first turn — it would be a commoner event entirely.","BurmesePoker.Sim -- tournament --strategies easy,medium,hard,expert --pairs adjacent --seats 5 --games 8000 --seed 20260819"
claim.attempt-rate.difficulty,difficulty,claim rate,8192,0.252808,0.004802,0.009412,,20260819,5,Share of rounds in which the opener asked for the turned-up money card at all — the denominator the refusal rate is out of.,"BurmesePoker.Sim -- tournament --strategies easy,medium,hard,expert --pairs adjacent --seats 5 --games 8000 --seed 20260819"
feeding.lock-live.difficulty,difficulty,restricted rate,8191,0.229627,0.001769,0.003468,,20260819,5,Share of the discards chosen in which the feeding ban had taken a held card out of the choice (RULES.md §5.1) — how often a lock was live. ⚠️ Not yet the rule doing anything: a rank closed off a card the seat was never going to throw costs it nothing.,"BurmesePoker.Sim -- tournament --strategies easy,medium,hard,expert --pairs adjacent --seats 5 --games 8000 --seed 20260819"
feeding.lock-bit.difficulty,difficulty,lock bite rate,7177,0.219267,0.002875,0.005634,,20260819,5,"Of those restricted discards, the share in which the ban changed the seat's answer — the card it would have thrown over its whole hand is not the card it threw over its legal set. 🔥 This is what separates 'the rule did nothing' from 'the rung did nothing' (BUILD-PLAN P31).","BurmesePoker.Sim -- tournament --strategies easy,medium,hard,expert --pairs adjacent --seats 5 --games 8000 --seed 20260819"
play.turns-per-round.claim-permission,claim-permission,turns a round,8010,25.542447,0.103919,0.203678,,20260819,5,"How long a round runs at this table. ⚠️ Never published before P29, and it has to be now: RULES.md §5.1 takes the just-taken card out of the discard choice, so a seat's cover count can fall and a table of bots is no longer guaranteed to converge by construction.","BurmesePoker.Sim -- tournament --strategies outs/refuse,outs/allow --pairs adjacent --seats 5 --games 8000 --seed 20260819"
play.abandoned.claim-permission,claim-permission,abandoned rate,8010,0.000000,,,every game settled,20260819,5,"Share of games given up at the turn cap. This is the number that would show a table failing to converge, and a value above zero is a result rather than a nuisance (BUILD-PLAN P29). ⚠️ Carries an interval since P48 (F7).","BurmesePoker.Sim -- tournament --strategies outs/refuse,outs/allow --pairs adjacent --seats 5 --games 8000 --seed 20260819"
claim.refusal-rate.claim-permission,claim-permission,refusal rate,2033,0.293655,0.010103,0.019802,,20260819,5,"Of the claims the opener made, how many the seat before it vetoed (RULES.md §4.5). ⚠️ The size of the branch P28's every-rung-refuses decision governs.","BurmesePoker.Sim -- tournament --strategies outs/refuse,outs/allow --pairs adjacent --seats 5 --games 8000 --seed 20260819"
bonus.jokerless-rate.claim-permission,claim-permission,jokerless rate,8010,0.123970,0.003682,0.007217,,20260819,5,"Share of settled rounds won with no joker in the declared thirteen, which is what RULES.md §7.3 pays ×2 at two, three or four seats and ×3 at five or more. ⚠️ **A floor and not an estimate**: no rung in this field knows the bonus exists — CoverScore.Potential returns int.MaxValue for a joker, so every one of them holds a joker over everything — and §9 #33 is open on whether a joker may be shed before the declaring discard, which P33 defaults to no. A rung that played for the bonus would be a new rung under P15's discipline and would be measured as one.","BurmesePoker.Sim -- tournament --strategies outs/refuse,outs/allow --pairs adjacent --seats 5 --games 8000 --seed 20260819"
bonus.deal-rate.claim-permission,claim-permission,deal-bonus rate,8010,0.000125,0.000125,0.000245,,20260819,5,"Share of settled rounds won on the **initial deal** — the thirteen dealt already won and nobody drew a card — which RULES.md §7.4 pays a further ×2 for on top of §7.3. ⚠️ **Expected to be zero or near it, and published for that reason**: §7.4 is the one rule packet P35 built that a one-round-per-game harness can observe at all, so this is the row that would explain a money figure moving under it. §7.5, the feeding blame, needs three consecutive wins and cannot occur here — see docs/STRATEGY.md §11. ⚠️ It counts §9 #38's recorded default, the dealt thirteen alone; under the competing reading — the winner's first turn — it would be a commoner event entirely.","BurmesePoker.Sim -- tournament --strategies outs/refuse,outs/allow --pairs adjacent --seats 5 --games 8000 --seed 20260819"
